DateTime,ambient_temperature (°C),irradiance (W/m²),humidity (%),device_temperature (°C),output_current (A),output_voltage (V),power_output (W),power_output_type
2024-11-05 23:00:00,37.04,703.69,70.24,39.30,10.64,30.87,568.25,Charge Controller to battery
2024-11-06 00:00:00,31.04,663.71,58.83,48.79,20.42,36.15,575.35,Charge Controller to inverter
2024-11-06 01:00:00,31.22,463.40,51.56,26.98,6.01,21.70,589.28,Battery output
2024-11-06 02:00:00,37.53,784.50,51.44,26.21,13.15,21.99,"1,214.54",Battery output
2024-11-06 03:00:00,28.07,529.62,57.01,38.72,16.71,45.60,958.09,Solar Panel output
2024-11-06 04:00:00,22.68,771.75,84.67,49.40,8.70,38.05,907.55,Charge Controller to inverter
2024-11-06 05:00:00,20.58,790.12,61.30,31.77,29.62,32.78,521.12,Battery output
2024-11-06 06:00:00,35.10,491.21,88.02,47.45,10.23,35.32,"1,188.71",Charge Controller to inverter
2024-11-06 07:00:00,32.41,436.81,73.26,34.09,8.26,13.05,112.94,Charge Controller to battery
2024-11-06 08:00:00,34.08,868.46,67.46,56.01,10.09,34.25,"1,261.70",Solar Panel output
2024-11-06 09:00:00,24.26,675.88,73.20,56.35,24.23,30.34,767.59,Solar Panel output
2024-11-06 10:00:00,22.73,434.90,70.67,35.41,15.64,31.65,609.59,Charge Controller to inverter
2024-11-06 11:00:00,20.29,996.92,80.35,33.05,19.14,24.94,746.09,Battery output
2024-11-06 12:00:00,27.01,434.67,61.30,39.40,5.53,14.93,981.03,Charge Controller to inverter
2024-11-06 13:00:00,31.80,817.02,64.12,33.42,5.86,18.96,77.62,Charge Controller to battery
2024-11-06 14:00:00,27.84,990.21,85.76,48.53,16.15,46.23,"1,262.74",Battery output
2024-11-06 15:00:00,28.75,543.51,87.86,53.91,25.42,26.71,676.50,Battery output
2024-11-06 16:00:00,38.08,485.35,85.70,48.56,27.13,28.80,533.29,Charge Controller to inverter
2024-11-06 17:00:00,26.97,472.83,66.78,53.85,7.17,13.90,250.78,Charge Controller to battery
2024-11-06 18:00:00,30.28,581.97,81.21,38.89,18.46,13.35,666.46,Battery output
2024-11-06 19:00:00,35.67,460.63,69.05,30.47,27.83,37.82,744.93,Solar Panel output
2024-11-06 20:00:00,27.93,815.30,69.90,50.83,14.70,31.37,617.03,Charge Controller to battery
2024-11-06 21:00:00,32.44,437.38,58.19,37.62,25.74,30.31,996.55,Battery output
2024-11-06 22:00:00,37.25,705.65,73.65,48.49,8.34,20.75,640.84,Charge Controller to inverter
2024-11-06 23:00:00,38.99,998.02,57.45,34.47,28.38,38.81,"1,386.76",Battery output
2024-11-07 00:00:00,22.94,888.38,63.26,27.84,23.79,18.06,887.00,Solar Panel output
2024-11-07 01:00:00,38.53,769.13,84.20,59.74,28.53,18.84,"1,174.32",Charge Controller to battery
2024-11-07 02:00:00,29.84,583.75,58.28,30.47,21.92,28.59,210.91,Battery output
2024-11-07 03:00:00,25.16,774.34,52.85,59.59,14.09,22.31,608.26,Solar Panel output
2024-11-07 04:00:00,29.18,716.22,52.76,59.20,28.45,20.91,524.85,Battery output
2024-11-07 05:00:00,39.60,655.65,87.63,52.78,11.89,35.23,845.89,Battery output
2024-11-07 06:00:00,29.85,478.43,70.28,48.08,13.30,35.43,"1,248.34",Charge Controller to battery
2024-11-07 07:00:00,26.58,931.96,66.38,45.22,22.52,41.68,168.11,Charge Controller to inverter
2024-11-07 08:00:00,32.67,669.87,82.44,55.31,24.13,27.04,160.15,Charge Controller to inverter
2024-11-07 09:00:00,24.80,516.77,83.43,35.13,28.24,14.63,"1,233.44",Solar Panel output
2024-11-07 10:00:00,21.52,620.66,63.29,41.37,10.12,21.85,353.73,Solar Panel output
2024-11-07 11:00:00,22.58,648.48,77.74,46.68,24.95,47.28,982.88,Solar Panel output
2024-11-07 12:00:00,22.56,896.52,80.84,39.39,23.46,33.47,809.17,Charge Controller to battery
2024-11-07 13:00:00,23.04,840.17,76.19,39.96,6.59,37.55,"1,209.39",Charge Controller to inverter
2024-11-07 14:00:00,22.78,861.58,56.06,36.56,14.68,12.26,232.62,Solar Panel output
2024-11-07 15:00:00,32.82,406.62,85.04,44.75,12.07,30.66,239.10,Solar Panel output
2024-11-07 16:00:00,23.64,649.69,71.56,54.77,12.61,13.35,828.41,Battery output
2024-11-07 17:00:00,26.91,688.81,61.30,32.05,29.57,32.49,"1,366.00",Battery output
2024-11-07 18:00:00,37.94,411.52,67.01,57.71,21.07,45.15,632.70,Solar Panel output
2024-11-07 19:00:00,29.48,555.89,51.50,49.12,22.94,46.86,511.18,Battery output
2024-11-07 20:00:00,33.35,856.17,55.11,53.81,29.42,31.46,897.23,Battery output
2024-11-07 21:00:00,23.45,482.27,80.62,44.47,14.43,28.50,"1,344.02",Battery output
2024-11-07 22:00:00,23.85,721.19,50.00,52.28,25.05,46.02,"1,214.96",Charge Controller to battery
2024-11-07 23:00:00,20.82,529.12,66.66,25.57,15.86,36.25,"1,433.77",Solar Panel output
2024-11-08 00:00:00,23.38,407.27,70.90,53.64,26.74,14.34,91.14,Solar Panel output
2024-11-08 01:00:00,25.57,544.72,52.19,26.40,9.52,28.77,215.74,Battery output
2024-11-08 02:00:00,23.54,985.52,88.92,56.15,28.69,20.65,901.07,Charge Controller to battery
2024-11-08 03:00:00,21.77,880.92,59.05,59.72,10.47,28.91,"1,192.40",Battery output
2024-11-08 04:00:00,22.41,975.75,62.17,35.29,13.16,28.40,453.64,Charge Controller to battery
2024-11-08 05:00:00,29.22,692.71,62.16,32.36,23.90,32.96,390.11,Solar Panel output
2024-11-08 06:00:00,24.13,465.84,59.22,51.79,14.84,24.84,"1,146.03",Battery output
2024-11-08 07:00:00,27.29,728.78,50.06,33.86,20.21,17.91,137.81,Solar Panel output
2024-11-08 08:00:00,30.07,672.63,79.17,55.29,16.11,30.13,569.75,Charge Controller to battery
2024-11-08 09:00:00,33.81,906.61,88.67,28.60,23.56,41.89,758.02,Charge Controller to inverter
2024-11-08 10:00:00,20.79,458.85,58.97,29.41,10.71,35.90,833.28,Charge Controller to battery
2024-11-08 11:00:00,35.99,692.94,76.52,59.27,6.46,24.18,"1,065.49",Charge Controller to inverter
2024-11-08 12:00:00,32.56,490.03,79.68,48.58,12.50,45.68,549.69,Solar Panel output
2024-11-08 13:00:00,21.64,594.81,83.94,54.64,16.86,44.84,905.50,Solar Panel output
2024-11-08 14:00:00,37.47,842.41,66.91,36.35,9.20,19.54,867.82,Battery output
2024-11-08 15:00:00,38.42,685.61,62.12,48.68,13.87,13.42,815.71,Charge Controller to inverter
2024-11-08 16:00:00,21.22,625.53,63.01,45.80,15.00,38.69,943.87,Charge Controller to battery
2024-11-08 17:00:00,25.54,636.69,78.50,46.11,6.43,41.79,418.04,Solar Panel output
2024-11-08 18:00:00,36.12,675.67,82.67,48.89,19.58,46.84,176.82,Charge Controller to inverter
2024-11-08 19:00:00,34.97,871.01,57.26,45.14,27.11,44.03,224.59,Charge Controller to battery
2024-11-08 20:00:00,23.69,935.25,64.84,40.02,8.79,33.62,369.92,Charge Controller to inverter
2024-11-08 21:00:00,24.19,973.20,86.08,34.66,19.95,31.08,750.27,Charge Controller to battery
2024-11-08 22:00:00,27.41,872.14,82.27,51.90,21.62,13.00,"1,219.81",Charge Controller to battery
2024-11-08 23:00:00,29.69,589.24,89.39,32.92,15.48,20.88,"1,027.78",Charge Controller to battery
2024-11-09 00:00:00,32.37,812.88,80.17,49.23,22.53,28.55,"1,148.88",Charge Controller to battery
2024-11-09 01:00:00,27.38,662.56,65.73,33.17,15.27,34.63,544.35,Charge Controller to inverter
2024-11-09 02:00:00,29.25,552.80,73.63,46.89,17.62,32.06,618.42,Charge Controller to inverter
2024-11-09 03:00:00,34.95,904.52,76.44,51.15,5.18,38.73,603.28,Battery output
2024-11-09 04:00:00,20.73,423.06,53.14,32.65,22.29,22.07,324.78,Charge Controller to inverter
2024-11-09 05:00:00,25.05,941.06,71.78,27.10,21.53,32.34,144.48,Charge Controller to inverter
2024-11-09 06:00:00,34.27,676.89,78.37,29.58,5.96,15.17,875.46,Battery output
2024-11-09 07:00:00,37.90,782.32,56.69,46.21,14.21,26.89,"1,425.12",Charge Controller to inverter
2024-11-09 08:00:00,30.23,795.61,81.23,54.73,29.48,39.01,290.22,Charge Controller to battery
2024-11-09 09:00:00,30.64,937.07,73.35,26.57,15.52,36.96,124.43,Solar Panel output
2024-11-09 10:00:00,22.14,782.00,88.09,50.70,17.55,47.66,"1,135.75",Solar Panel output
2024-11-09 11:00:00,28.95,768.36,51.70,36.95,27.75,22.00,408.57,Battery output
2024-11-09 12:00:00,30.65,439.99,60.61,41.75,22.93,29.93,"1,204.91",Charge Controller to inverter
2024-11-09 13:00:00,24.85,711.04,74.06,57.51,19.55,23.86,"1,031.43",Charge Controller to inverter
2024-11-09 14:00:00,25.38,490.10,61.86,36.62,24.95,27.86,"1,365.03",Battery output
2024-11-09 15:00:00,27.55,842.46,78.58,41.29,26.61,42.85,624.32,Solar Panel output
2024-11-09 16:00:00,20.40,707.33,80.36,25.48,16.42,36.63,973.52,Charge Controller to battery
2024-11-09 17:00:00,26.44,808.14,54.10,27.86,16.88,43.77,701.50,Charge Controller to inverter
2024-11-09 18:00:00,24.23,425.00,70.55,34.05,14.65,19.33,930.21,Battery output
2024-11-09 19:00:00,26.55,450.88,70.36,25.97,29.17,43.44,680.45,Charge Controller to battery
2024-11-09 20:00:00,22.40,829.79,64.77,47.10,22.43,14.15,320.31,Battery output
2024-11-09 21:00:00,37.81,443.25,87.32,39.92,7.08,43.99,760.90,Battery output
2024-11-09 22:00:00,31.87,442.75,83.10,44.19,26.57,23.85,789.45,Battery output
2024-11-09 23:00:00,33.58,407.27,77.89,31.11,17.01,23.33,"1,178.63",Solar Panel output
2024-11-10 00:00:00,35.78,973.90,78.57,35.36,6.72,30.44,"1,075.02",Solar Panel output
2024-11-10 01:00:00,29.97,842.51,68.47,48.23,18.74,45.86,976.03,Battery output
2024-11-10 02:00:00,21.74,611.95,86.84,58.79,15.43,13.72,216.47,Charge Controller to inverter
2024-11-10 03:00:00,30.74,577.92,77.78,26.76,26.94,24.68,"1,054.45",Charge Controller to battery
2024-11-10 04:00:00,31.74,609.82,79.16,56.16,10.10,42.84,750.42,Charge Controller to inverter
2024-11-10 05:00:00,34.91,864.79,84.47,45.19,25.66,26.26,"1,293.86",Solar Panel output
2024-11-10 06:00:00,28.63,796.82,60.96,44.74,18.94,19.17,"1,329.42",Charge Controller to battery
2024-11-10 07:00:00,22.55,511.12,82.28,42.51,6.37,27.29,136.12,Battery output
2024-11-10 08:00:00,25.68,504.47,57.81,27.43,29.30,25.88,"1,192.49",Charge Controller to inverter
2024-11-10 09:00:00,27.26,459.04,63.81,28.15,17.82,44.95,112.02,Charge Controller to inverter
2024-11-10 10:00:00,32.92,796.18,63.42,46.03,12.27,39.43,566.69,Battery output
2024-11-10 11:00:00,31.42,858.62,89.14,36.93,16.74,30.18,808.37,Charge Controller to inverter
2024-11-10 12:00:00,27.12,559.03,84.26,57.10,26.45,47.58,264.38,Solar Panel output
2024-11-10 13:00:00,39.73,412.57,78.05,39.23,12.62,28.75,"1,089.91",Battery output
2024-11-10 14:00:00,32.12,449.30,79.08,30.01,9.82,14.10,71.53,Charge Controller to inverter
2024-11-10 15:00:00,24.74,980.72,72.48,50.02,8.23,21.44,292.67,Battery output
2024-11-10 16:00:00,22.04,577.27,87.88,35.27,12.45,27.70,861.50,Charge Controller to battery
2024-11-10 17:00:00,23.06,861.53,69.85,43.39,24.50,17.65,"1,045.85",Battery output
2024-11-10 18:00:00,24.92,774.80,65.22,49.42,16.79,46.11,"1,324.97",Charge Controller to inverter
2024-11-10 19:00:00,23.21,629.16,56.52,56.51,10.69,39.61,"1,033.59",Solar Panel output
2024-11-10 20:00:00,23.73,523.41,81.45,52.73,9.15,21.66,987.06,Battery output
2024-11-10 21:00:00,25.70,472.83,79.38,48.67,13.32,33.27,604.19,Battery output
2024-11-10 22:00:00,23.47,769.01,65.37,48.79,28.50,37.97,61.77,Charge Controller to inverter
2024-11-10 23:00:00,37.94,864.78,51.01,58.11,13.58,45.89,225.82,Solar Panel output
2024-11-11 00:00:00,21.60,786.34,83.56,35.35,29.70,43.74,797.69,Solar Panel output
2024-11-11 01:00:00,30.49,718.18,50.46,25.04,17.13,30.55,991.68,Charge Controller to battery
2024-11-11 02:00:00,28.21,425.17,78.15,34.52,9.48,39.89,636.08,Charge Controller to battery
2024-11-11 03:00:00,39.65,981.09,88.81,32.63,27.28,32.24,"1,068.34",Charge Controller to inverter
2024-11-11 04:00:00,22.24,879.23,67.51,48.16,16.51,31.90,780.17,Solar Panel output
2024-11-11 05:00:00,27.96,575.69,59.40,47.18,22.74,16.13,162.36,Solar Panel output
2024-11-11 06:00:00,39.39,987.98,78.19,45.77,29.59,16.54,324.98,Charge Controller to battery
2024-11-11 07:00:00,37.31,761.13,82.69,25.57,6.25,31.06,"1,219.20",Charge Controller to battery
2024-11-11 08:00:00,36.34,749.45,71.86,50.51,7.42,21.68,"1,060.38",Charge Controller to inverter
2024-11-11 09:00:00,25.16,848.84,88.68,36.32,23.01,12.76,"1,294.77",Solar Panel output
2024-11-11 10:00:00,23.42,887.06,52.07,48.28,12.05,38.02,222.23,Battery output
2024-11-11 11:00:00,33.37,793.89,70.19,44.48,9.61,13.17,"1,426.51",Charge Controller to battery
2024-11-11 12:00:00,38.59,476.86,78.74,37.00,5.98,33.43,348.98,Charge Controller to inverter
2024-11-11 13:00:00,31.14,602.96,84.51,29.71,5.55,31.41,76.26,Solar Panel output
2024-11-11 14:00:00,31.43,956.85,57.17,28.30,24.36,46.88,"1,436.44",Solar Panel output
2024-11-11 15:00:00,25.60,534.77,82.00,54.10,8.36,29.43,447.88,Charge Controller to battery
2024-11-11 16:00:00,35.39,623.30,72.11,57.14,16.69,14.29,981.87,Charge Controller to inverter
2024-11-11 17:00:00,23.74,659.25,65.86,47.74,20.15,31.86,303.82,Battery output
2024-11-11 18:00:00,26.47,663.64,55.27,28.62,15.71,42.28,860.72,Charge Controller to battery
2024-11-11 19:00:00,28.51,767.76,84.61,39.07,5.68,47.89,"1,307.57",Charge Controller to inverter
2024-11-11 20:00:00,30.15,965.85,56.29,50.51,24.59,27.49,501.85,Solar Panel output
2024-11-11 21:00:00,24.85,544.42,62.39,52.29,5.26,23.53,984.95,Battery output
2024-11-11 22:00:00,22.30,472.90,61.60,29.14,24.05,44.64,319.31,Charge Controller to inverter
2024-11-11 23:00:00,32.21,518.48,84.86,25.00,27.33,18.88,922.22,Battery output
2024-11-12 00:00:00,25.77,932.15,76.91,49.92,15.82,34.16,524.30,Charge Controller to inverter
2024-11-12 01:00:00,31.62,787.49,81.87,37.48,18.39,26.61,351.47,Charge Controller to inverter
2024-11-12 02:00:00,23.09,571.54,60.02,33.91,16.92,13.48,492.19,Charge Controller to inverter
2024-11-12 03:00:00,29.62,889.57,74.99,25.45,14.73,24.50,306.80,Charge Controller to inverter
2024-11-12 04:00:00,30.65,916.82,72.87,43.91,27.19,21.55,"1,304.64",Battery output
2024-11-12 05:00:00,21.04,907.91,83.31,54.79,27.35,36.70,608.12,Charge Controller to battery
2024-11-12 06:00:00,26.73,951.36,86.24,58.52,13.40,46.16,398.49,Battery output
2024-11-12 07:00:00,22.69,551.34,50.49,44.80,20.38,21.65,678.80,Charge Controller to inverter
2024-11-12 08:00:00,21.27,853.03,76.96,43.01,28.17,41.21,502.34,Battery output
2024-11-12 09:00:00,39.80,676.32,52.07,27.98,29.05,13.99,"1,087.30",Battery output
2024-11-12 10:00:00,26.45,905.20,71.95,44.21,17.72,31.37,"1,400.28",Battery output
2024-11-12 11:00:00,36.20,837.09,61.51,38.30,16.32,14.54,664.49,Charge Controller to inverter
2024-11-12 12:00:00,25.09,865.87,62.27,46.25,11.97,45.63,"1,248.23",Battery output
2024-11-12 13:00:00,33.63,793.70,64.12,38.61,28.97,39.59,840.89,Solar Panel output
2024-11-12 14:00:00,35.20,506.46,74.85,33.41,8.57,35.69,276.99,Charge Controller to inverter
2024-11-12 15:00:00,31.91,727.02,63.36,28.32,19.50,41.66,"1,013.06",Battery output
2024-11-12 16:00:00,29.43,990.80,79.31,36.02,12.06,35.31,768.54,Solar Panel output
2024-11-12 17:00:00,28.24,962.43,66.18,28.38,11.98,46.88,957.84,Battery output
2024-11-12 18:00:00,26.98,425.90,52.73,31.19,15.12,37.70,"1,287.77",Charge Controller to battery
2024-11-12 19:00:00,38.59,498.89,81.35,59.56,29.97,45.29,667.80,Battery output
2024-11-12 20:00:00,36.61,479.04,61.43,40.54,6.37,30.62,"1,303.63",Battery output
2024-11-12 21:00:00,39.30,835.59,67.31,43.62,19.46,16.21,"1,095.92",Charge Controller to battery
2024-11-12 22:00:00,22.49,890.67,77.42,55.58,7.06,31.01,734.27,Charge Controller to inverter
2024-11-12 23:00:00,34.62,528.11,63.30,59.84,8.86,16.57,892.45,Charge Controller to battery
2024-11-13 00:00:00,38.77,703.51,52.26,45.40,15.99,33.33,509.30,Charge Controller to inverter
2024-11-13 01:00:00,23.62,904.42,64.96,53.44,17.76,29.37,"1,417.36",Charge Controller to battery
2024-11-13 02:00:00,21.33,839.68,87.78,36.44,11.47,34.41,980.94,Battery output
2024-11-13 03:00:00,34.82,725.34,75.67,35.70,12.91,12.36,120.51,Battery output
2024-11-13 04:00:00,31.49,754.21,76.86,39.09,7.17,19.01,510.74,Charge Controller to inverter
2024-11-13 05:00:00,36.84,705.02,75.29,48.54,12.58,29.69,920.17,Charge Controller to inverter
2024-11-13 06:00:00,22.80,578.53,57.96,48.88,29.16,46.22,137.74,Solar Panel output
2024-11-13 07:00:00,35.91,739.01,66.73,36.03,28.62,25.81,92.96,Solar Panel output
2024-11-13 08:00:00,24.03,813.33,80.04,29.66,13.37,27.28,681.03,Battery output
2024-11-13 09:00:00,23.27,923.99,54.05,47.13,19.27,37.73,519.11,Battery output
2024-11-13 10:00:00,23.29,781.77,61.11,29.49,27.74,33.74,664.85,Solar Panel output
2024-11-13 11:00:00,36.29,856.67,61.05,45.25,5.15,22.76,422.52,Solar Panel output
2024-11-13 12:00:00,33.30,496.04,67.28,49.27,25.27,26.79,287.31,Charge Controller to inverter
2024-11-13 13:00:00,30.46,676.93,89.21,49.52,28.71,19.84,"1,011.02",Charge Controller to battery
2024-11-13 14:00:00,27.18,405.60,52.70,51.37,7.28,46.78,770.11,Charge Controller to inverter
2024-11-13 15:00:00,37.54,548.01,70.75,55.55,9.04,16.70,336.21,Solar Panel output
2024-11-13 16:00:00,27.85,835.88,57.17,42.50,29.02,25.39,501.03,Battery output
2024-11-13 17:00:00,36.33,995.09,88.83,50.56,18.44,12.93,876.69,Solar Panel output
2024-11-13 18:00:00,28.78,459.51,54.53,46.67,5.35,19.98,159.68,Battery output
2024-11-13 19:00:00,27.54,640.90,66.14,31.53,11.44,40.10,263.49,Battery output
2024-11-13 20:00:00,29.25,880.04,79.52,25.90,16.25,19.24,161.08,Battery output
2024-11-13 21:00:00,26.03,522.42,78.18,34.96,22.32,14.88,"1,181.00",Battery output
2024-11-13 22:00:00,34.95,733.05,66.91,40.51,23.33,29.08,"1,098.32",Charge Controller to battery
2024-11-13 23:00:00,30.05,839.84,63.86,46.60,29.89,12.36,"1,099.57",Solar Panel output
2024-11-14 00:00:00,24.64,769.59,65.90,54.75,12.19,15.05,"1,048.53",Charge Controller to inverter
2024-11-14 01:00:00,37.99,512.81,60.57,31.87,18.46,41.07,983.75,Battery output
2024-11-14 02:00:00,27.68,613.23,58.21,29.39,18.33,39.77,718.25,Battery output
2024-11-14 03:00:00,30.87,870.28,69.32,58.72,15.14,44.94,946.34,Charge Controller to inverter
2024-11-14 04:00:00,38.13,732.54,60.74,28.78,9.23,42.76,112.94,Charge Controller to inverter
2024-11-14 05:00:00,32.48,403.14,61.50,41.75,29.44,36.59,917.62,Battery output
2024-11-14 06:00:00,22.34,856.59,76.27,45.49,26.33,13.88,"1,133.47",Charge Controller to inverter
2024-11-14 07:00:00,38.80,421.19,88.74,43.95,17.46,40.18,750.49,Charge Controller to inverter
2024-11-14 08:00:00,32.55,847.44,74.15,28.01,20.08,42.44,553.37,Charge Controller to battery
2024-11-14 09:00:00,26.70,521.49,53.08,27.00,10.68,40.77,442.85,Charge Controller to inverter
2024-11-14 10:00:00,22.79,974.84,53.02,28.69,18.59,30.31,947.07,Solar Panel output
2024-11-14 11:00:00,35.88,620.76,88.06,45.50,22.37,20.38,"1,016.07",Solar Panel output
2024-11-14 12:00:00,32.40,596.16,61.89,44.05,17.88,42.43,"1,261.94",Solar Panel output
2024-11-14 13:00:00,30.67,489.33,53.68,33.18,29.76,38.18,532.42,Battery output
2024-11-14 14:00:00,37.88,583.36,73.96,47.32,20.28,47.31,"1,122.29",Solar Panel output
2024-11-14 15:00:00,35.77,925.99,74.95,53.70,14.27,17.60,834.67,Charge Controller to battery
2024-11-14 16:00:00,23.03,997.80,75.94,26.46,24.30,20.12,"1,278.31",Solar Panel output
2024-11-14 17:00:00,26.23,620.99,60.70,42.43,9.26,19.62,788.38,Battery output
2024-11-14 18:00:00,24.97,669.17,50.60,49.13,14.61,40.53,774.33,Charge Controller to battery
2024-11-14 19:00:00,34.88,833.24,88.60,33.83,13.67,18.73,857.47,Solar Panel output
2024-11-14 20:00:00,20.67,931.72,60.04,35.77,15.80,14.40,"1,094.06",Charge Controller to battery
2024-11-14 21:00:00,31.40,755.83,77.04,46.48,24.54,47.95,"1,391.27",Charge Controller to battery
2024-11-14 22:00:00,35.25,634.92,78.27,56.43,17.10,12.89,161.52,Battery output
2024-11-14 23:00:00,37.54,647.57,74.40,53.35,24.85,42.07,133.74,Battery output
2024-11-15 00:00:00,26.84,817.37,62.52,45.41,19.41,25.15,"1,353.82",Charge Controller to battery
2024-11-15 01:00:00,36.43,401.93,60.84,50.56,13.55,42.30,791.23,Solar Panel output
2024-11-15 02:00:00,22.21,771.75,73.91,37.77,25.25,31.97,908.57,Battery output
2024-11-15 03:00:00,36.93,613.30,84.64,47.43,10.96,44.46,725.74,Charge Controller to battery
2024-11-15 04:00:00,22.55,876.52,87.87,41.32,10.61,45.34,189.25,Charge Controller to inverter
2024-11-15 05:00:00,27.95,455.79,54.24,31.65,17.61,12.33,"1,119.96",Charge Controller to inverter
2024-11-15 06:00:00,35.95,752.92,56.19,49.56,11.52,14.71,"1,091.17",Battery output
2024-11-15 07:00:00,23.00,688.58,87.79,44.48,5.23,21.01,490.15,Solar Panel output
2024-11-15 08:00:00,24.59,785.40,79.46,37.55,21.21,36.10,482.61,Charge Controller to inverter
2024-11-15 09:00:00,34.45,438.91,85.32,56.90,17.78,43.98,"1,216.22",Charge Controller to inverter
2024-11-15 10:00:00,34.40,747.99,58.11,25.73,16.14,28.56,159.85,Charge Controller to inverter
2024-11-15 11:00:00,32.82,736.89,73.50,36.05,29.17,33.85,"1,275.93",Solar Panel output
2024-11-15 12:00:00,33.88,736.40,78.05,26.99,19.28,18.79,414.19,Solar Panel output
2024-11-15 13:00:00,30.85,762.09,77.20,51.83,26.59,40.98,878.32,Battery output
2024-11-15 14:00:00,25.04,805.88,66.33,49.57,8.49,46.82,"1,351.67",Battery output
2024-11-15 15:00:00,26.91,882.99,50.62,36.60,19.23,21.67,995.81,Charge Controller to inverter
2024-11-15 16:00:00,23.63,561.89,73.32,48.65,26.70,29.81,631.91,Solar Panel output
2024-11-15 17:00:00,38.17,895.03,60.12,38.86,19.58,15.10,"1,011.56",Charge Controller to battery
2024-11-15 18:00:00,31.67,698.95,68.01,51.47,22.95,32.13,534.69,Charge Controller to inverter
2024-11-15 19:00:00,28.02,446.23,88.30,40.90,14.30,30.10,442.62,Battery output
2024-11-15 20:00:00,29.24,435.13,65.96,39.43,7.31,17.20,"1,435.42",Solar Panel output
2024-11-15 21:00:00,38.95,600.54,83.59,57.72,16.45,27.91,"1,096.09",Battery output
2024-11-15 22:00:00,23.07,870.94,57.54,33.78,14.86,24.03,949.71,Battery output
2024-11-15 23:00:00,31.72,824.61,76.90,29.22,26.68,30.79,550.30,Solar Panel output
2024-11-16 00:00:00,30.12,873.17,89.08,45.46,11.10,33.08,127.84,Charge Controller to inverter
2024-11-16 01:00:00,32.23,710.36,54.08,58.93,29.17,12.31,102.86,Solar Panel output
2024-11-16 02:00:00,20.36,664.12,50.33,38.22,28.95,39.40,824.77,Charge Controller to inverter
2024-11-16 03:00:00,37.44,488.47,67.34,27.17,11.19,37.67,"1,111.61",Battery output
2024-11-16 04:00:00,38.64,596.92,53.71,36.88,13.70,25.19,801.58,Solar Panel output
2024-11-16 05:00:00,31.30,660.41,79.94,42.71,27.39,13.91,"1,220.28",Charge Controller to battery
2024-11-16 06:00:00,33.93,453.16,86.58,30.67,29.17,39.18,106.13,Charge Controller to inverter
2024-11-16 07:00:00,38.45,532.37,67.36,48.03,16.09,46.39,566.12,Charge Controller to battery
2024-11-16 08:00:00,34.14,758.94,60.35,59.92,13.02,20.65,387.16,Charge Controller to inverter
2024-11-16 09:00:00,23.05,841.40,67.38,40.81,18.15,23.65,677.24,Solar Panel output
2024-11-16 10:00:00,31.53,999.01,78.94,37.42,22.19,18.62,159.88,Charge Controller to battery
2024-11-16 11:00:00,32.13,959.87,50.36,39.02,11.84,32.77,"1,376.70",Solar Panel output
2024-11-16 12:00:00,28.48,785.54,73.58,29.03,23.41,17.57,368.09,Charge Controller to inverter
2024-11-16 13:00:00,34.73,652.75,74.53,55.91,6.29,24.82,"1,332.78",Charge Controller to inverter
2024-11-16 14:00:00,38.69,781.71,75.51,39.52,6.23,37.09,647.73,Charge Controller to inverter
2024-11-16 15:00:00,38.51,871.39,59.68,38.55,14.66,32.16,"1,420.02",Charge Controller to inverter
2024-11-16 16:00:00,29.02,471.00,78.56,48.09,13.84,25.91,824.60,Battery output
2024-11-16 17:00:00,22.26,645.94,53.66,40.47,12.89,27.13,"1,344.55",Charge Controller to inverter
2024-11-16 18:00:00,39.70,903.88,57.97,47.69,17.28,32.24,67.38,Charge Controller to battery
2024-11-16 19:00:00,36.78,630.30,85.10,27.15,13.02,12.21,"1,092.57",Charge Controller to inverter
2024-11-16 20:00:00,22.49,743.12,79.55,53.48,9.81,14.83,"1,306.21",Solar Panel output
2024-11-16 21:00:00,38.42,752.66,50.55,57.92,12.74,43.73,252.81,Battery output
2024-11-16 22:00:00,37.40,510.69,59.94,47.71,29.37,14.80,192.65,Charge Controller to battery
2024-11-16 23:00:00,30.38,617.34,58.58,58.41,15.28,37.44,645.91,Battery output
2024-11-17 00:00:00,31.83,600.71,60.83,30.30,16.12,45.12,"1,348.48",Battery output
2024-11-17 01:00:00,27.98,415.72,59.90,41.71,19.41,21.74,808.49,Battery output
2024-11-17 02:00:00,21.10,414.52,52.50,46.06,29.58,25.34,787.89,Solar Panel output
2024-11-17 03:00:00,26.70,899.02,68.36,45.36,11.04,32.48,254.75,Battery output
2024-11-17 04:00:00,36.06,563.84,79.31,39.05,22.03,43.74,61.09,Battery output
2024-11-17 05:00:00,20.09,710.85,74.27,36.83,22.90,45.91,"1,177.99",Charge Controller to inverter
2024-11-17 06:00:00,26.67,579.24,76.91,29.44,20.18,38.62,180.85,Solar Panel output
2024-11-17 07:00:00,27.96,964.41,53.25,38.71,7.21,15.12,934.71,Charge Controller to battery
2024-11-17 08:00:00,30.75,555.58,88.06,30.69,21.92,36.09,"1,322.17",Charge Controller to battery
2024-11-17 09:00:00,38.40,657.79,83.54,50.70,6.60,26.77,347.94,Charge Controller to battery
2024-11-17 10:00:00,26.93,923.64,82.20,32.31,19.90,28.95,978.08,Solar Panel output
2024-11-17 11:00:00,26.94,905.16,82.92,27.05,23.49,13.77,168.60,Charge Controller to battery
